0,chunk,content
,"[78638] ""l l e c t i v e l y   r e f e r r e d   t o   a s   E u r o c e n t r i s m   o r   W e s t e r n - c e n t r i s m   o r   W e s t e r n - n o r m a t i v i s m   o r   ‘ N o r t h   A t l a n t i c   a b s t r a c t   u n i v e r s a l   ﬁ c t i o n a l i s m ’ .   1"" [78766] ""0     T h e   o r i g i n s   o f   E u r o c e n t r i s m   s p a w n e d   b y   E u r o p e a n   c o l o n i a l i s m   a n d   c o l o n i a l i t y   h a v e   b e e n   t r a c e d   t o   w h a t   h a s   b e e n   r e f e r r e d   t o   a s"" [78897] ""‘ t h e   A g e   o f   D i s c o v e r y / E x p l o r a t i o n ’   i n   t h e   ﬁ f t e e n t h   c e n t u r y   w h e n   C h r i s t o p h e r   C o l u m b u s   s e t   o u t   i n   1 4 9 2   t o   ‘ d i s c o v e r ’   t h e   ‘ N e w   W o r l d ’ ,""","
Eurocentrism, or Western-centrism, is rooted in a history of colonialism and coloniality that began during the fifteenth century Age of Discovery/Exploration. Christopher Columbus set out in 1492 to ""discover"" the ""New World"" and this initiated a period of European imperialism that has resulted in a widespread cultural hegemony. This has been referred to as ‘North Atlantic abstract universal fictionalism’."
,"[78766] ""0     T h e   o r i g i n s   o f   E u r o c e n t r i s m   s p a w n e d   b y   E u r o p e a n   c o l o n i a l i s m   a n d   c o l o n i a l i t y   h a v e   b e e n   t r a c e d   t o   w h a t   h a s   b e e n   r e f e r r e d   t o   a s"" [78897] ""‘ t h e   A g e   o f   D i s c o v e r y / E x p l o r a t i o n ’   i n   t h e   ﬁ f t e e n t h   c e n t u r y   w h e n   C h r i s t o p h e r   C o l u m b u s   s e t   o u t   i n   1 4 9 2   t o   ‘ d i s c o v e r ’   t h e   ‘ N e w   W o r l d ’ ,"" [79027] ""n a m e l y   t h e   n o n -   C h r i s t i a n   w o r l d .   1 1   C o l u m b u s ’   v o y a g e   m a r k e d   t h e   b e g i n n i n g   o f   E u r o p e a n   c o l o n i s a t i o n   a n d   h e r a l d e d   a   n e w   c h a p t e r   i n""","
The Age of Discovery/Exploration in the fifteenth century marks a major turning point in world history, with the voyage of Christopher Columbus in 1492 heralding a period of European colonization and domination. This period saw the beginnings of Eurocentrism and European colonialism, with Europeans claiming new lands and subjugating native populations in the name of progress and empire-building. The effects of European colonization and Eurocentrism, which remain relevant even today, are still being felt in many parts of the world."
,"[78897] ""‘ t h e   A g e   o f   D i s c o v e r y / E x p l o r a t i o n ’   i n   t h e   ﬁ f t e e n t h   c e n t u r y   w h e n   C h r i s t o p h e r   C o l u m b u s   s e t   o u t   i n   1 4 9 2   t o   ‘ d i s c o v e r ’   t h e   ‘ N e w   W o r l d ’ ,"" [79027] ""n a m e l y   t h e   n o n -   C h r i s t i a n   w o r l d .   1 1   C o l u m b u s ’   v o y a g e   m a r k e d   t h e   b e g i n n i n g   o f   E u r o p e a n   c o l o n i s a t i o n   a n d   h e r a l d e d   a   n e w   c h a p t e r   i n"" [79157] ""E u r o p e a n   h i s t o r y ,   w h i c h   l e d   t o   t h e   e m e r g e n c e   o f   n e w   c o n c e p t i o n s   o f   t i m e ,   s p a c e   a n d   s u b j e c t i v i t y   t h a t   h a d   t e c t o n i c   i m p l i c a t i o n s   f o r""","
The Age of Discovery/Exploration in the 15th century was a major turning point in European history. Christopher Columbus' voyage in 1492 marked the beginning of European colonization and initiated a new chapter in European history. It led to the emergence of new concepts of time, space and subjectivity that had far-reaching implications for the world, both Christian and non-Christian."
,"[79027] ""n a m e l y   t h e   n o n -   C h r i s t i a n   w o r l d .   1 1   C o l u m b u s ’   v o y a g e   m a r k e d   t h e   b e g i n n i n g   o f   E u r o p e a n   c o l o n i s a t i o n   a n d   h e r a l d e d   a   n e w   c h a p t e r   i n"" [79157] ""E u r o p e a n   h i s t o r y ,   w h i c h   l e d   t o   t h e   e m e r g e n c e   o f   n e w   c o n c e p t i o n s   o f   t i m e ,   s p a c e   a n d   s u b j e c t i v i t y   t h a t   h a d   t e c t o n i c   i m p l i c a t i o n s   f o r"" [79285] ""t h a t   c o n t i n e n t   a n d ,   m o s t   i m p o r t a n t l y ,   f o r   ‘ o t h e r s ’ ,   t h a t   i s ,   t h e   r e s t   o f   t h e   w o r l d .   I n   f a c t ,   t h e   i n v e s t i g a t i v e   s p i r i t   o f   ‘ T h e   R""","
The voyage of Christopher Columbus in 1492 marked the beginning of European colonization and it had tectonic implications for that continent and for the rest of the world, namely the non-Christian world. His voyage heralded a new chapter in European history, leading to the emergence of new concepts of time, space, and subjectivity. It also sparked an investigative spirit, with 'The Renaissance' in Europe becoming a period of great advancement in science and technology."
,"[79157] ""E u r o p e a n   h i s t o r y ,   w h i c h   l e d   t o   t h e   e m e r g e n c e   o f   n e w   c o n c e p t i o n s   o f   t i m e ,   s p a c e   a n d   s u b j e c t i v i t y   t h a t   h a d   t e c t o n i c   i m p l i c a t i o n s   f o r"" [79285] ""t h a t   c o n t i n e n t   a n d ,   m o s t   i m p o r t a n t l y ,   f o r   ‘ o t h e r s ’ ,   t h a t   i s ,   t h e   r e s t   o f   t h e   w o r l d .   I n   f a c t ,   t h e   i n v e s t i g a t i v e   s p i r i t   o f   ‘ T h e   R"" [79414] ""e n a i s s a n c e ’ ,   w h i c h   i s   b e l i e v e d   t o   h a v e   s t a r t e d   i n   t h e   f o u r t e e n t h   c e n t u r y ,   i s   c r e d i t e d   t o   h a v e   l a i d   t h e   f o u n d a t i o n s   f o r   t h e   A g e   o f""","
The emergence of new conceptions of time, space, and subjectivity during European history had tectonic implications for the continent and for the rest of the world. The investigative spirit of the Renaissance, which is believed to have started in the 14th century, is credited with laying the foundations for the Age of Exploration. This era saw the growth of global trade, the spread of new ideas, and the beginning of transoceanic colonization."
,"[79285] ""t h a t   c o n t i n e n t   a n d ,   m o s t   i m p o r t a n t l y ,   f o r   ‘ o t h e r s ’ ,   t h a t   i s ,   t h e   r e s t   o f   t h e   w o r l d .   I n   f a c t ,   t h e   i n v e s t i g a t i v e   s p i r i t   o f   ‘ T h e   R"" [79414] ""e n a i s s a n c e ’ ,   w h i c h   i s   b e l i e v e d   t o   h a v e   s t a r t e d   i n   t h e   f o u r t e e n t h   c e n t u r y ,   i s   c r e d i t e d   t o   h a v e   l a i d   t h e   f o u n d a t i o n s   f o r   t h e   A g e   o f"" [79545] ""D i s c o v e r y .   T h e   A g e   o f   D i s c o v e r y   s i g n i ﬁ c a n t l y   o v e r l a p p e d   w i t h   T h e   R e n a i s s a n c e ,   w h i c h   w a s   f o l l o w e d   b y   ‘ T h e   R e f o r m a t i o n ’ ,   l e a d i n g   t o""","
The Renaissance and the Age of Discovery [79285] led to the development of new ideas and a better understanding of the world. It was during this period that the spirit of exploration and investigation was born, leading to the discovery of new continents and the rest of the world. [79414] This was followed by the Reformation, which further advanced the development of new ideas and knowledge. [79545] It is believed that this period of exploration and discovery laid the foundation for modern society and the spread of global culture."
,"[79414] ""e n a i s s a n c e ’ ,   w h i c h   i s   b e l i e v e d   t o   h a v e   s t a r t e d   i n   t h e   f o u r t e e n t h   c e n t u r y ,   i s   c r e d i t e d   t o   h a v e   l a i d   t h e   f o u n d a t i o n s   f o r   t h e   A g e   o f"" [79545] ""D i s c o v e r y .   T h e   A g e   o f   D i s c o v e r y   s i g n i ﬁ c a n t l y   o v e r l a p p e d   w i t h   T h e   R e n a i s s a n c e ,   w h i c h   w a s   f o l l o w e d   b y   ‘ T h e   R e f o r m a t i o n ’ ,   l e a d i n g   t o"" [79674] ""t h e   T r e a t y   o f   W e s t p h a l i a   i n   1 6 4 8 ,   w h i c h   w a s ,   i n   t u r n ,   f o l l o w e d   b y   w h a t   i s   t r e a t e d   a s   t h e   z e n i t h   o f   E u r o p e a n   c i v i l i s a t i o n — ‘ T h e   A g e""","
The Renaissance, believed to have started in the fourteenth century, is credited with laying the foundations for the Age of Discovery, which significantly overlapped with the Renaissance. This was followed by the Reformation, leading to the Treaty of Westphalia in 1648, which was followed by what is treated as the zenith of European civilization - the Age of Enlightenment. #Renaissance #AgeofDiscovery #Reformation #TreatyofWestphalia #AgeofEnlightenment"
,"[79545] ""D i s c o v e r y .   T h e   A g e   o f   D i s c o v e r y   s i g n i ﬁ c a n t l y   o v e r l a p p e d   w i t h   T h e   R e n a i s s a n c e ,   w h i c h   w a s   f o l l o w e d   b y   ‘ T h e   R e f o r m a t i o n ’ ,   l e a d i n g   t o"" [79674] ""t h e   T r e a t y   o f   W e s t p h a l i a   i n   1 6 4 8 ,   w h i c h   w a s ,   i n   t u r n ,   f o l l o w e d   b y   w h a t   i s   t r e a t e d   a s   t h e   z e n i t h   o f   E u r o p e a n   c i v i l i s a t i o n — ‘ T h e   A g e"" [79805] ""o f   E n l i g h t e n m e n t / R e a s o n ’   a n d   ‘ T h e   I n d u s t r i a l   R e v o l u t i o n ’ .   T h e   u s e   o f   ‘ T h e ’   f o r   e a c h   o f   t h e s e   e s s e n t i a l l y   E u r o p e a n   m i l e s t o n e s   b y   E u""","
The Age of Discovery and the Renaissance played a significant role in the development of Europe. This period of time was followed by the Reformation, leading to the Treaty of Westphalia in 1648. This was then followed by the Age of Enlightenment/Reason and the Industrial Revolution, which are considered to be the zenith of European civilization."
,"[79674] ""t h e   T r e a t y   o f   W e s t p h a l i a   i n   1 6 4 8 ,   w h i c h   w a s ,   i n   t u r n ,   f o l l o w e d   b y   w h a t   i s   t r e a t e d   a s   t h e   z e n i t h   o f   E u r o p e a n   c i v i l i s a t i o n — ‘ T h e   A g e"" [79805] ""o f   E n l i g h t e n m e n t / R e a s o n ’   a n d   ‘ T h e   I n d u s t r i a l   R e v o l u t i o n ’ .   T h e   u s e   o f   ‘ T h e ’   f o r   e a c h   o f   t h e s e   e s s e n t i a l l y   E u r o p e a n   m i l e s t o n e s   b y   E u"" [79934] ""r o p e a n s   a n d   t h e   r e s t   o f   t h e   w o r l d   i s   s i g n i ﬁ c a n t   s i n c e   i t   d e m o n s t r a t e s   t h e   u n i v e r s a l i s a t i o n   o f   E u r o p e a n   h i s t o r y   a s   t h e   h i s t o r y   o f""","
The Treaty of Westphalia in 1648 was a landmark event in European history that marked the end of the 30 Years War and helped usher in the Age of Enlightenment and the Industrial Revolution. These three periods of European history are seen as the apex of European culture and civilization, and their universalization has helped to shape the modern world."
,"[79805] ""o f   E n l i g h t e n m e n t / R e a s o n ’   a n d   ‘ T h e   I n d u s t r i a l   R e v o l u t i o n ’ .   T h e   u s e   o f   ‘ T h e ’   f o r   e a c h   o f   t h e s e   e s s e n t i a l l y   E u r o p e a n   m i l e s t o n e s   b y   E u"" [79934] ""r o p e a n s   a n d   t h e   r e s t   o f   t h e   w o r l d   i s   s i g n i ﬁ c a n t   s i n c e   i t   d e m o n s t r a t e s   t h e   u n i v e r s a l i s a t i o n   o f   E u r o p e a n   h i s t o r y   a s   t h e   h i s t o r y   o f"" [80066] ""h u m a n i t y ,   i n   p a r t i c u l a r   i t s   ‘ m o d e r n ’   h i s t o r y .   S p e c i ﬁ c a l l y ,   t h e   p e r i o d   b e t w e e n   t h e   ﬁ f t e e n t h   a n d   n i n e t e e n t h   c e n t u r i e s   i s   b e l i e v e d   t o   h""","
The use of 'The' in reference to 'Enlightenment/Reason' and 'The Industrial Revolution' demonstrates the universalization of European history as the history of humanity. This period between the 15th and 19th centuries is believed to have been the most influential era in the shaping of modern culture and society. By utilizing 'The' to refer to these European milestones, it indicates that the progress and changes made during this period have had a lasting global impact."
,"[79934] ""r o p e a n s   a n d   t h e   r e s t   o f   t h e   w o r l d   i s   s i g n i ﬁ c a n t   s i n c e   i t   d e m o n s t r a t e s   t h e   u n i v e r s a l i s a t i o n   o f   E u r o p e a n   h i s t o r y   a s   t h e   h i s t o r y   o f"" [80066] ""h u m a n i t y ,   i n   p a r t i c u l a r   i t s   ‘ m o d e r n ’   h i s t o r y .   S p e c i ﬁ c a l l y ,   t h e   p e r i o d   b e t w e e n   t h e   ﬁ f t e e n t h   a n d   n i n e t e e n t h   c e n t u r i e s   i s   b e l i e v e d   t o   h"" [80196] ""a v e   g i v e n   b i r t h   t o   ‘ m o d e r n i t y ’   a n d   s e v e r a l   ‘ m o d e r n ’   c o n c e p t s   a n d   i d e a s   t h a t   a r e   u n c o n s c i o u s l y   a c c e p t e d   n o t   o n l y   b y   E u r o p e   b u t   a l s o""","
Europe's history has been central to the development of modernity and its associated concepts. From the fifteenth to the nineteenth century, several modern ideas and concepts were born, such as the Enlightenment, the Scientific Revolution, and the Industrial Revolution. These concepts have had a universal appeal, with their influence being felt around the world. Today, Europe continues to be a major source of inspiration and an example of how humanity can shape its own destiny. #Modernity #Europe #History #Enlightenment #Revolution #IndustrialRevolution"
